movie_title,content_rating,content_rating_id,genres,genres_encoded,runtime,original_release_date,tomatometer_status,tomatometer_rating,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
Ouija: Origin of Evil,PG-13,2,"Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",99.0,2016-10-21,Certified-Fresh,82.0,25,99,22
Our Blood Is Wine,NR,5,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",78.0,2018-03-09,Fresh,83.0,3,5,1
Our Brand Is Crisis,NR,5,"Art House & International, Documentary, Special Interest","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",85.0,2005-03-12,Certified-Fresh,93.0,17,37,3
Our Brand is Crisis,R,3,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",108.0,2015-10-30,Rotten,36.0,43,62,110
Our Children,G,0,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",111.0,2013-08-02,Certified-Fresh,93.0,18,41,3
Our City Dreams,NR,5,"Documentary, Musical & Performing Arts","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",87.0,2008-08-10,Fresh,75.0,7,12,4
Our Family Wedding,PG-13,2,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",101.0,2010-03-12,Rotten,15.0,30,13,74
Our Hospitality,NR,5,"Classics, Comedy, Kids & Family","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",69.0,1923-01-01,Fresh,96.0,5,26,1
Our House,NR,5,"Drama, Mystery & Suspense, Science Fiction & Fantasy","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",91.0,2018-07-27,Fresh,62.0,6,16,10
Our Idiot Brother,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",96.0,2011-08-26,Fresh,70.0,42,99,43
Our Kind of Traitor,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",108.0,2016-07-01,Fresh,72.0,37,101,39
Our Lady of the Assassins,R,3,"Art House & International, Drama, Mystery & Suspense, Romance","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",101.0,2001-09-07,Certified-Fresh,77.0,23,48,14
Our Little Sister (Umimachi Diary),PG,1,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",126.0,2016-07-08,Certified-Fresh,94.0,30,114,7
Our Man Flint,G,0,"Action & Adventure, Classics, Comedy, Mystery & Suspense","[1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",107.0,1966-01-16,Fresh,77.0,4,23,7
Our Man in Tehran,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",85.0,2015-05-15,Fresh,83.0,6,15,3
Our Nixon,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",84.0,2013-08-30,Certified-Fresh,91.0,23,39,4
Our Song,R,3,"Documentary, Drama","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",95.0,2001-05-23,Certified-Fresh,91.0,22,50,5
Our Souls at Night,NR,5,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",103.0,2017-09-29,Certified-Fresh,88.0,16,37,5
Our Vinyl Weighs A Ton: This Is Stones Throw Records,NR,5,"Documentary, Musical & Performing Arts","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",92.0,2014-03-19,Fresh,88.0,1,7,1
Out Cold,PG-13,2,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",89.0,2001-11-21,Rotten,8.0,15,4,45
Out for Justice,R,3,Action & Adventure,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",92.0,1991-04-12,Rotten,23.0,6,5,17
Out in the Dark,NR,5,"Drama, Romance","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",96.0,2013-09-27,Fresh,79.0,11,23,6
Out of Africa,PG,1,"Drama, Romance","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",160.0,1985-12-18,Rotten,59.0,17,32,22
Out of Blue,NR,5,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",110.0,2019-03-22,Rotten,38.0,16,25,41
Out of Print,NR,5,Documentary,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",86.0,2016-06-03,Fresh,80.0,1,4,1
Out of the Clear Blue Sky,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",108.0,2013-09-06,Fresh,90.0,5,9,1
Out Of The Dark,R,3,"Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",92.0,2015-02-27,Rotten,24.0,8,5,16
Out of the Furnace,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",116.0,2013-12-06,Rotten,54.0,50,105,91
Out of the Past,NR,5,"Classics, Drama, Mystery & Suspense","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",97.0,1947-11-13,Fresh,95.0,9,35,2
Out of Time,PG-13,2,"Action & Adventure, Drama, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",105.0,2003-10-03,Fresh,64.0,38,96,54
Out Stealing Horses (Ut og Stjæle Hester),NR,5,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",123.0,2020-08-07,Fresh,79.0,6,26,7
Outbreak,R,3,"Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",127.0,1995-03-10,Fresh,60.0,17,37,25
Outcast,NR,5,Action & Adventure,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",98.0,2015-02-06,Rotten,5.0,7,1,21
Outfoxed: Rupert Murdoch's War on Journalism,NR,5,"Documentary, Special Interest, Television","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]",77.0,2004-08-06,Certified-Fresh,85.0,17,51,9
Outland,R,3,"Drama, Science Fiction & Fantasy","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",109.0,1981-01-01,Rotten,56.0,4,14,11
Outlander,R,3,"Action & Adventure, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",115.0,2009-01-23,Rotten,37.0,18,23,39
Outlaw,R,3,"Action & Adventure, Drama","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",105.0,2007-12-14,Rotten,21.0,7,4,15
The Outlaw Josey Wales,PG,1,"Action & Adventure, Drama, Western","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",135.0,1976-06-30,Certified-Fresh,90.0,6,37,4
Outlaw King,R,3,"Action & Adventure, Drama","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",137.0,2018-11-09,Fresh,61.0,33,91,57
Outlaws,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",92.0,2019-02-01,Rotten,27.0,1,3,8
Outlaws and Angels,R,3,"Mystery & Suspense, Western","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",120.0,2016-07-15,Rotten,29.0,10,8,20
Outpost: Black Sun,NR,5,"Action & Adventure, Horror","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",98.0,2012-04-27,Rotten,20.0,0,1,4
Outrageous Fortune,R,3,"Action & Adventure, Comedy, Mystery & Suspense","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",95.0,1987-01-30,Rotten,50.0,6,11,11
Outside In,NR,5,"Drama, Romance","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",109.0,2018-03-30,Certified-Fresh,95.0,17,39,2
Outside Ozona,R,3,"Comedy, Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",98.0,1999-06-01,Rotten,25.0,2,2,6
Outside Providence,R,3,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",103.0,1999-09-01,Rotten,51.0,25,38,37
Outside the Law,R,3,"Action & Adventure, Television","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",90.0,2001-03-01,Fresh,86.0,5,6,1
The Outsiders,PG,1,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",91.0,1983-03-25,Fresh,63.0,10,25,15
Outsourced,PG-13,2,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",98.0,2007-09-28,Certified-Fresh,76.0,17,31,10
Ovation!,R,3,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",102.0,2016-07-07,Rotten,38.0,4,3,5
Over the Edge,PG,1,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",95.0,1979-01-01,Fresh,82.0,5,9,2
Over the GW,NR,5,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",75.0,2007-06-27,Rotten,50.0,6,4,4
Over the Hedge,PG,1,"Animation, Comedy, Kids & Family","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",83.0,2006-05-19,Certified-Fresh,75.0,43,130,43
Over the Top,PG,1,"Action & Adventure, Drama","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",93.0,1987-02-13,Rotten,30.0,8,8,19
Overboard,PG,1,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",112.0,1987-12-18,Rotten,44.0,4,14,18
Overboard,PG-13,2,"Comedy, Romance","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",112.0,2018-05-04,Rotten,24.0,28,21,68
Overcomer,PG,1,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",115.0,2019-08-23,Rotten,53.0,5,9,8
Overdrive,PG-13,2,"Action & Adventure, Drama, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",93.0,2017-10-06,Rotten,29.0,3,4,10
Overlord,NR,5,"Classics, Drama","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",85.0,1975-07-01,Fresh,89.0,12,17,2
Overlord,R,3,"Action & Adventure, Horror, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",110.0,2018-11-09,Certified-Fresh,81.0,26,179,42
Overnight,R,3,"Documentary, Musical & Performing Arts, Television","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",115.0,2004-11-10,Certified-Fresh,78.0,30,61,17
Overnight Delivery,PG-13,2,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",87.0,1998-01-01,Rotten,43.0,0,3,4
The Ox-Bow Incident,NR,5,"Classics, Drama, Western","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",75.0,1943-05-21,Fresh,91.0,2,20,2
Oyster Farmer,R,3,"Art House & International, Comedy, Drama, Romance","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",89.0,2005-06-03,Rotten,56.0,9,9,7
Oz the Great and Powerful,PG,1,"Action & Adventure, Drama, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",130.0,2013-03-08,Rotten,57.0,53,154,115
P2,R,3,"Drama, Horror, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",98.0,2007-11-09,Rotten,33.0,18,23,47
Pacific Heights,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",103.0,1990-09-28,Rotten,50.0,3,13,13
Pacific Rim,PG-13,2,"Action & Adventure, Horror, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",131.0,2013-07-12,Fresh,72.0,56,211,82
Pacific Rim Uprising,PG-13,2,"Action & Adventure, Drama, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",111.0,2018-03-23,Rotten,43.0,43,111,146
The Pacifier,PG,1,"Action & Adventure, Comedy, Kids & Family","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",95.0,2005-03-04,Rotten,21.0,39,27,104
The Package,R,3,"Action & Adventure, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",108.0,1989-08-25,Fresh,60.0,2,9,6
Paddington 2,PG,1,"Animation, Comedy, Kids & Family","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",103.0,2018-01-12,Certified-Fresh,100.0,41,242,0
Paddington,PG,1,"Comedy, Kids & Family","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",95.0,2015-01-16,Certified-Fresh,98.0,47,157,4
Page Eight,PG,1,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",100.0,2011-08-28,Fresh,93.0,6,14,1
Page One: Inside the New York Times,R,3,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",88.0,2011-06-17,Certified-Fresh,78.0,38,87,24
The Page Turner (La Tourneuse de pages),NR,5,"Art House & International, Drama, Mystery & Suspense","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",85.0,2006-08-09,Certified-Fresh,77.0,25,51,15
The Pagemaster,G,0,"Action & Adventure, Kids & Family, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",75.0,1994-11-23,Rotten,21.0,8,4,15
Paid in Full,R,3,"Action & Adventure, Drama, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",97.0,2002-10-25,Rotten,53.0,18,23,20
Pain & Gain,R,3,Action & Adventure,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",129.0,2013-04-26,Rotten,50.0,48,102,101
Pain and Glory (Dolor y gloria),R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",113.0,2019-10-04,Certified-Fresh,97.0,45,280,10
Paint Your Wagon,PG-13,2,"Classics, Comedy, Musical & Performing Arts, Western, Romance","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1]",158.0,1969-10-15,Rotten,27.0,1,4,11
Painted Skin: The Resurrection,NR,5,"Classics, Mystery & Suspense, Science Fiction & Fantasy","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",131.0,2012-08-17,Fresh,83.0,2,5,1
The Painted Veil,PG-13,2,"Drama, Romance","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",125.0,2006-12-20,Certified-Fresh,74.0,46,107,37
Pajama Party,NR,5,"Classics, Comedy, Musical & Performing Arts, Science Fiction & Fantasy","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]",85.0,1964-11-11,Rotten,33.0,0,3,6
Pal Joey,NR,5,"Classics, Comedy, Drama, Musical & Performing Arts, Romance","[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",111.0,1957-10-25,Fresh,80.0,0,8,2
Pale Rider,R,3,"Action & Adventure, Drama, Western","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",115.0,1985-06-28,Fresh,93.0,6,25,2
The Paleface,NR,5,"Classics, Comedy, Western","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",91.0,1948-12-24,Fresh,100.0,1,10,0
Pali Road,NR,5,"Mystery & Suspense, Romance","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]",92.0,2016-04-28,Rotten,55.0,7,6,5
Palindromes,NR,5,"Comedy, Drama, Special Interest","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",100.0,2004-04-13,Rotten,43.0,37,52,69
Palio,NR,5,"Art House & International, Documentary, Drama, Sports & Fitness","[0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",91.0,2015-11-06,Fresh,95.0,11,19,1
The Pallbearer,PG-13,2,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",97.0,1996-05-03,Rotten,45.0,5,9,11
The Palm Beach Story,NR,5,"Classics, Comedy, Romance","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",90.0,1942-11-07,Fresh,97.0,7,28,1
Palmetto,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",114.0,1997-06-01,Rotten,39.0,8,13,20
Palo Alto,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",97.0,2014-05-09,Fresh,69.0,44,87,40
Pan,PG,1,"Action & Adventure, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",111.0,2015-10-09,Rotten,27.0,42,53,144
Pandemic,NR,5,"Action & Adventure, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",92.0,2016-04-01,Rotten,44.0,2,7,9
Pandora and the Flying Dutchman,NR,5,"Classics, Drama, Mystery & Suspense, Science Fiction & Fantasy, Romance","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]",123.0,1951-10-15,Fresh,66.0,11,21,11
Pandora's Promise,NR,5,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",90.0,2013-06-12,Fresh,65.0,18,24,13
Pandorum,R,3,"Action & Adventure, Horror, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",108.0,2009-09-25,Rotten,30.0,21,26,62
Panic in the Streets,NR,5,"Classics, Drama, Mystery & Suspense","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",93.0,1950-06-12,Fresh,96.0,3,26,1
Panic in Year Zero! (End of the World),NR,5,"Action & Adventure, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",95.0,1962-07-05,Fresh,67.0,0,6,3
Panic Room,R,3,"Drama, Mystery & Suspense","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",112.0,2002-03-29,Certified-Fresh,75.0,38,140,46
Pan's Labyrinth,R,3,"Drama, Horror, Science Fiction & Fantasy","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",120.0,2006-12-29,Certified-Fresh,95.0,53,224,12
Papa: Hemingway in Cuba,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",109.0,2016-04-29,Rotten,11.0,19,5,39
Paparazzi,PG-13,2,"Action & Adventure, Mystery & Suspense","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",84.0,2004-09-03,Rotten,18.0,15,15,70
The Paper,R,3,"Comedy, Documentary, Drama","[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",110.0,1994-03-18,Fresh,88.0,8,30,4
The Paper Chase,PG,1,"Classics, Drama","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",111.0,1973-01-01,Fresh,83.0,5,24,5
Paper Heart,PG-13,2,Comedy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",88.0,2009-08-14,Fresh,60.0,39,66,44
Paper Moon,PG,1,"Classics, Comedy, Drama, Romance","[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",102.0,1973-05-09,Fresh,92.0,9,36,3
Paper Towns,PG-13,2,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",109.0,2015-07-24,Rotten,58.0,35,80,59
Paper Clips,G,0,"Documentary, Special Interest","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",82.0,2004-11-24,Fresh,72.0,17,38,15
Papillon,R,3,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",133.0,2018-08-24,Rotten,52.0,26,56,52
Parade,NR,5,"Art House & International, Drama","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",85.0,1974-05-12,Rotten,56.0,3,5,4
Paradise,PG-13,2,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",86.0,2013-10-18,Rotten,22.0,11,9,33
Paradise Alley,PG,1,"Comedy, Drama","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",109.0,1978-11-10,Rotten,40.0,0,2,3
Paradise: Faith,NR,5,Drama,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",119.0,2013-08-23,Fresh,73.0,16,29,11
